,Unnamed: 0,state,article_title,url,article_quality,revision_id,state_population,region,regional_division,region_population
4414,1175,Arkansas,"Arkadelphia, Arkansas","https://en.wikipedia.org/wiki/Arkadelphia,_Arkansas",C,1170627594,3045637,South,West South Central,41685250
4415,1176,Arkansas,"Arkansas City, Arkansas","https://en.wikipedia.org/wiki/Arkansas_City,_Arkansas",C,1166014483,3045637,South,West South Central,41685250
4416,1177,Arkansas,"Ash Flat, Arkansas","https://en.wikipedia.org/wiki/Ash_Flat,_Arkansas",C,1176909406,3045637,South,West South Central,41685250
4417,1178,Arkansas,"Ashdown, Arkansas","https://en.wikipedia.org/wiki/Ashdown,_Arkansas",C,1176429760,3045637,South,West South Central,41685250
4418,1179,Arkansas,"Atkins, Arkansas","https://en.wikipedia.org/wiki/Atkins,_Arkansas",C,1165507792,3045637,South,West South Central,41685250
4419,1180,Arkansas,"Aubrey, Arkansas","https://en.wikipedia.org/wiki/Aubrey,_Arkansas",Start,1166014726,3045637,South,West South Central,41685250
4420,1181,Arkansas,"Augusta, Arkansas","https://en.wikipedia.org/wiki/Augusta,_Arkansas",C,1165507995,3045637,South,West South Central,41685250
4421,1182,Arkansas,"Austin, Arkansas","https://en.wikipedia.org/wiki/Austin,_Arkansas",C,1165508109,3045637,South,West South Central,41685250
4422,1183,Arkansas,"Avoca, Arkansas","https://en.wikipedia.org/wiki/Avoca,_Arkansas",C,1166014855,3045637,South,West South Central,41685250
4423,1184,Arkansas,"Bald Knob, Arkansas","https://en.wikipedia.org/wiki/Bald_Knob,_Arkansas",C,1165508267,3045637,South,West South Central,41685250
4424,1185,Arkansas,"Banks, Arkansas","https://en.wikipedia.org/wiki/Banks,_Arkansas",Start,1166015001,3045637,South,West South Central,41685250
4425,1186,Arkansas,"Barling, Arkansas","https://en.wikipedia.org/wiki/Barling,_Arkansas",C,1165508385,3045637,South,West South Central,41685250
4426,1187,Arkansas,"Bassett, Arkansas","https://en.wikipedia.org/wiki/Bassett,_Arkansas",GA,1166015125,3045637,South,West South Central,41685250
4427,1188,Arkansas,"Batesville, Arkansas","https://en.wikipedia.org/wiki/Batesville,_Arkansas",C,1176616588,3045637,South,West South Central,41685250
4428,1189,Arkansas,"Bauxite, Arkansas","https://en.wikipedia.org/wiki/Bauxite,_Arkansas",C,1166015145,3045637,South,West South Central,41685250
4429,1190,Arkansas,"Bay, Arkansas","https://en.wikipedia.org/wiki/Bay,_Arkansas",C,1174175417,3045637,South,West South Central,41685250
4430,1191,Arkansas,"Bearden, Arkansas","https://en.wikipedia.org/wiki/Bearden,_Arkansas",Start,1165508810,3045637,South,West South Central,41685250
4431,1192,Arkansas,"Beaver, Arkansas","https://en.wikipedia.org/wiki/Beaver,_Arkansas",C,1178137595,3045637,South,West South Central,41685250
4432,1193,Arkansas,"Beebe, Arkansas","https://en.wikipedia.org/wiki/Beebe,_Arkansas",C,1165508973,3045637,South,West South Central,41685250
4433,1194,Arkansas,"Beedeville, Arkansas","https://en.wikipedia.org/wiki/Beedeville,_Arkansas",C,1165909247,3045637,South,West South Central,41685250
4434,1195,Arkansas,"Bella Vista, Arkansas","https://en.wikipedia.org/wiki/Bella_Vista,_Arkansas",C,1174777407,3045637,South,West South Central,41685250
4435,1196,Arkansas,"Bellefonte, Arkansas","https://en.wikipedia.org/wiki/Bellefonte,_Arkansas",C,1166015341,3045637,South,West South Central,41685250
4436,1197,Arkansas,"Belleville, Arkansas","https://en.wikipedia.org/wiki/Belleville,_Arkansas",Start,1165509126,3045637,South,West South Central,41685250
4437,1198,Arkansas,"Ben Lomond, Arkansas","https://en.wikipedia.org/wiki/Ben_Lomond,_Arkansas",Start,1177682271,3045637,South,West South Central,41685250
4438,1199,Arkansas,"Benton, Arkansas","https://en.wikipedia.org/wiki/Benton,_Arkansas",C,1165535715,3045637,South,West South Central,41685250
4439,1200,Arkansas,"Bentonville, Arkansas","https://en.wikipedia.org/wiki/Bentonville,_Arkansas",GA,1177677430,3045637,South,West South Central,41685250
4440,1201,Arkansas,"Bergman, Arkansas","https://en.wikipedia.org/wiki/Bergman,_Arkansas",C,1166015461,3045637,South,West South Central,41685250
4441,1202,Arkansas,"Berryville, Arkansas","https://en.wikipedia.org/wiki/Berryville,_Arkansas",C,1177935177,3045637,South,West South Central,41685250
4442,1203,Arkansas,"Bethel Heights, Arkansas","https://en.wikipedia.org/wiki/Bethel_Heights,_Arkansas",GA,1165536050,3045637,South,West South Central,41685250
4443,1204,Arkansas,"Big Flat, Arkansas","https://en.wikipedia.org/wiki/Big_Flat,_Arkansas",C,1166015659,3045637,South,West South Central,41685250
4444,1205,Arkansas,"Bigelow, Arkansas","https://en.wikipedia.org/wiki/Bigelow,_Arkansas",C,1166015683,3045637,South,West South Central,41685250
4445,1206,Arkansas,"Biggers, Arkansas","https://en.wikipedia.org/wiki/Biggers,_Arkansas",C,1170718351,3045637,South,West South Central,41685250
4446,1207,Arkansas,"Birdsong, Arkansas","https://en.wikipedia.org/wiki/Birdsong,_Arkansas",Start,1166015727,3045637,South,West South Central,41685250
4447,1208,Arkansas,"Black Oak, Arkansas","https://en.wikipedia.org/wiki/Black_Oak,_Arkansas",C,1159482487,3045637,South,West South Central,41685250
4448,1209,Arkansas,"Black Rock, Arkansas","https://en.wikipedia.org/wiki/Black_Rock,_Arkansas",C,1165536235,3045637,South,West South Central,41685250
4449,1210,Arkansas,"Black Springs, Arkansas","https://en.wikipedia.org/wiki/Black_Springs,_Arkansas",GA,1166015767,3045637,South,West South Central,41685250
4450,1211,Arkansas,"Blevins, Arkansas","https://en.wikipedia.org/wiki/Blevins,_Arkansas",C,1165536367,3045637,South,West South Central,41685250
4451,1212,Arkansas,"Blue Eye, Arkansas","https://en.wikipedia.org/wiki/Blue_Eye,_Arkansas",C,1175715312,3045637,South,West South Central,41685250
4452,1213,Arkansas,"Blue Mountain, Arkansas","https://en.wikipedia.org/wiki/Blue_Mountain,_Arkansas",C,1166015895,3045637,South,West South Central,41685250
4453,1214,Arkansas,"Bluff City, Arkansas","https://en.wikipedia.org/wiki/Bluff_City,_Arkansas",Start,1166015909,3045637,South,West South Central,41685250
4454,1215,Arkansas,"Blytheville, Arkansas","https://en.wikipedia.org/wiki/Blytheville,_Arkansas",C,1165536510,3045637,South,West South Central,41685250
4455,1216,Arkansas,"Bodcaw, Arkansas","https://en.wikipedia.org/wiki/Bodcaw,_Arkansas",C,1166015937,3045637,South,West South Central,41685250
4456,1217,Arkansas,"Bonanza, Arkansas","https://en.wikipedia.org/wiki/Bonanza,_Arkansas",C,1165536596,3045637,South,West South Central,41685250
4457,1218,Arkansas,"Bono, Arkansas","https://en.wikipedia.org/wiki/Bono,_Arkansas",C,1177663088,3045637,South,West South Central,41685250
4458,1219,Arkansas,"Booneville, Arkansas","https://en.wikipedia.org/wiki/Booneville,_Arkansas",C,1165536649,3045637,South,West South Central,41685250
4459,1220,Arkansas,"Bradford, Arkansas","https://en.wikipedia.org/wiki/Bradford,_Arkansas",Start,1165536803,3045637,South,West South Central,41685250
4460,1221,Arkansas,"Bradley, Arkansas","https://en.wikipedia.org/wiki/Bradley,_Arkansas",C,1165536818,3045637,South,West South Central,41685250
4461,1222,Arkansas,"Branch, Arkansas","https://en.wikipedia.org/wiki/Branch,_Arkansas",Start,1165536842,3045637,South,West South Central,41685250
4462,1223,Arkansas,"Briarcliff, Arkansas","https://en.wikipedia.org/wiki/Briarcliff,_Arkansas",C,1172560462,3045637,South,West South Central,41685250
4463,1224,Arkansas,"Brinkley, Arkansas","https://en.wikipedia.org/wiki/Brinkley,_Arkansas",C,1166316475,3045637,South,West South Central,41685250
4464,1225,Arkansas,"Brookland, Arkansas","https://en.wikipedia.org/wiki/Brookland,_Arkansas",Start,1165537303,3045637,South,West South Central,41685250
4465,1226,Arkansas,"Bryant, Arkansas","https://en.wikipedia.org/wiki/Bryant,_Arkansas",C,1174650298,3045637,South,West South Central,41685250
4466,1227,Arkansas,"Buckner, Arkansas","https://en.wikipedia.org/wiki/Buckner,_Arkansas",Start,1166016717,3045637,South,West South Central,41685250
4467,1228,Arkansas,"Bull Shoals, Arkansas","https://en.wikipedia.org/wiki/Bull_Shoals,_Arkansas",C,1174392174,3045637,South,West South Central,41685250
4468,1229,Arkansas,"Burdette, Arkansas","https://en.wikipedia.org/wiki/Burdette,_Arkansas",GA,1166016776,3045637,South,West South Central,41685250
4469,1230,Arkansas,"Cabot, Arkansas","https://en.wikipedia.org/wiki/Cabot,_Arkansas",C,1177251917,3045637,South,West South Central,41685250
4470,1231,Arkansas,"Caddo Valley, Arkansas","https://en.wikipedia.org/wiki/Caddo_Valley,_Arkansas",C,1166016960,3045637,South,West South Central,41685250
4471,1232,Arkansas,"Caldwell, Arkansas","https://en.wikipedia.org/wiki/Caldwell,_Arkansas",Start,1165537922,3045637,South,West South Central,41685250
4472,1233,Arkansas,"Cale, Arkansas","https://en.wikipedia.org/wiki/Cale,_Arkansas",Start,1166016994,3045637,South,West South Central,41685250
4473,1234,Arkansas,"Calico Rock, Arkansas","https://en.wikipedia.org/wiki/Calico_Rock,_Arkansas",C,1165537951,3045637,South,West South Central,41685250
4474,1235,Arkansas,"Calion, Arkansas","https://en.wikipedia.org/wiki/Calion,_Arkansas",C,1165537973,3045637,South,West South Central,41685250
4475,1236,Arkansas,"Camden, Arkansas","https://en.wikipedia.org/wiki/Camden,_Arkansas",C,1163828520,3045637,South,West South Central,41685250
4476,1237,Arkansas,"Cammack Village, Arkansas","https://en.wikipedia.org/wiki/Cammack_Village,_Arkansas",C,1170076116,3045637,South,West South Central,41685250
4477,1238,Arkansas,"Campbell Station, Arkansas","https://en.wikipedia.org/wiki/Campbell_Station,_Arkansas",Start,1165538091,3045637,South,West South Central,41685250
4478,1239,Arkansas,"Caraway, Arkansas","https://en.wikipedia.org/wiki/Caraway,_Arkansas",C,1165538273,3045637,South,West South Central,41685250
4479,1240,Arkansas,"Carlisle, Arkansas","https://en.wikipedia.org/wiki/Carlisle,_Arkansas",C,1165538323,3045637,South,West South Central,41685250
4480,1241,Arkansas,"Carthage, Arkansas","https://en.wikipedia.org/wiki/Carthage,_Arkansas",Start,1165538485,3045637,South,West South Central,41685250
4481,1242,Arkansas,"Casa, Arkansas","https://en.wikipedia.org/wiki/Casa,_Arkansas",C,1166017387,3045637,South,West South Central,41685250
4482,1243,Arkansas,"Cash, Arkansas","https://en.wikipedia.org/wiki/Cash,_Arkansas",GA,1165538542,3045637,South,West South Central,41685250
4483,1244,Arkansas,"Caulksville, Arkansas","https://en.wikipedia.org/wiki/Caulksville,_Arkansas",Start,1166017466,3045637,South,West South Central,41685250
4484,1245,Arkansas,"Cave City, Arkansas","https://en.wikipedia.org/wiki/Cave_City,_Arkansas",C,1165538627,3045637,South,West South Central,41685250
4485,1246,Arkansas,"Cave Springs, Arkansas","https://en.wikipedia.org/wiki/Cave_Springs,_Arkansas",GA,1177782424,3045637,South,West South Central,41685250
4486,1247,Arkansas,"Cedarville, Arkansas","https://en.wikipedia.org/wiki/Cedarville,_Arkansas",GA,1165538753,3045637,South,West South Central,41685250
4487,1248,Arkansas,"Centerton, Arkansas","https://en.wikipedia.org/wiki/Centerton,_Arkansas",C,1165538814,3045637,South,West South Central,41685250
4488,1249,Arkansas,"Central City, Arkansas","https://en.wikipedia.org/wiki/Central_City,_Arkansas",Start,1166017560,3045637,South,West South Central,41685250
4489,1250,Arkansas,"Charleston, Arkansas","https://en.wikipedia.org/wiki/Charleston,_Arkansas",C,1174517840,3045637,South,West South Central,41685250
4490,1251,Arkansas,"Cherokee Village, Arkansas","https://en.wikipedia.org/wiki/Cherokee_Village,_Arkansas",C,1165539118,3045637,South,West South Central,41685250
4491,1252,Arkansas,"Cherry Valley, Arkansas","https://en.wikipedia.org/wiki/Cherry_Valley,_Arkansas",C,1165539146,3045637,South,West South Central,41685250
4492,1253,Arkansas,"Chester, Arkansas","https://en.wikipedia.org/wiki/Chester,_Arkansas",C,1166017778,3045637,South,West South Central,41685250
4493,1254,Arkansas,"Chidester, Arkansas","https://en.wikipedia.org/wiki/Chidester,_Arkansas",C,1165539217,3045637,South,West South Central,41685250
4494,1255,Arkansas,"Clarendon, Arkansas","https://en.wikipedia.org/wiki/Clarendon,_Arkansas",C,1165539502,3045637,South,West South Central,41685250
4495,1256,Arkansas,"Clarkedale, Arkansas","https://en.wikipedia.org/wiki/Clarkedale,_Arkansas",Start,1165539532,3045637,South,West South Central,41685250
4496,1257,Arkansas,"Clarksville, Arkansas","https://en.wikipedia.org/wiki/Clarksville,_Arkansas",GA,1148922313,3045637,South,West South Central,41685250
4497,1258,Arkansas,"Clinton, Arkansas","https://en.wikipedia.org/wiki/Clinton,_Arkansas",C,1171862894,3045637,South,West South Central,41685250
4498,1259,Arkansas,"Coal Hill, Arkansas","https://en.wikipedia.org/wiki/Coal_Hill,_Arkansas",Start,1147578559,3045637,South,West South Central,41685250
4499,1260,Arkansas,"Colt, Arkansas","https://en.wikipedia.org/wiki/Colt,_Arkansas",C,1165644840,3045637,South,West South Central,41685250
4500,1261,Arkansas,"Concord, Arkansas","https://en.wikipedia.org/wiki/Concord,_Arkansas",C,1166018683,3045637,South,West South Central,41685250
4501,1262,Arkansas,"Conway, Arkansas","https://en.wikipedia.org/wiki/Conway,_Arkansas",C,1174981561,3045637,South,West South Central,41685250
4502,1263,Arkansas,"Corinth, Arkansas","https://en.wikipedia.org/wiki/Corinth,_Arkansas",C,1166018817,3045637,South,West South Central,41685250
4503,1264,Arkansas,"Corning, Arkansas","https://en.wikipedia.org/wiki/Corning,_Arkansas",C,1165645220,3045637,South,West South Central,41685250
4504,1265,Arkansas,"Cotter, Arkansas","https://en.wikipedia.org/wiki/Cotter,_Arkansas",C,1165645303,3045637,South,West South Central,41685250
4505,1266,Arkansas,"Cotton Plant, Arkansas","https://en.wikipedia.org/wiki/Cotton_Plant,_Arkansas",GA,1165645312,3045637,South,West South Central,41685250
4506,1267,Arkansas,"Cove, Arkansas","https://en.wikipedia.org/wiki/Cove,_Arkansas",C,1177681894,3045637,South,West South Central,41685250
4507,1268,Arkansas,"Coy, Arkansas","https://en.wikipedia.org/wiki/Coy,_Arkansas",GA,1166019016,3045637,South,West South Central,41685250
4508,1269,Arkansas,"Crawfordsville, Arkansas","https://en.wikipedia.org/wiki/Crawfordsville,_Arkansas",C,1166066067,3045637,South,West South Central,41685250
4509,1270,Arkansas,"Crossett, Arkansas","https://en.wikipedia.org/wiki/Crossett,_Arkansas",C,1167993669,3045637,South,West South Central,41685250
4510,1271,Arkansas,"Cushman, Arkansas","https://en.wikipedia.org/wiki/Cushman,_Arkansas",GA,1165645883,3045637,South,West South Central,41685250
4511,1272,Arkansas,"Daisy, Arkansas","https://en.wikipedia.org/wiki/Daisy,_Arkansas",Start,1166066317,3045637,South,West South Central,41685250
4512,1273,Arkansas,"Damascus, Arkansas","https://en.wikipedia.org/wiki/Damascus,_Arkansas",C,1165646018,3045637,South,West South Central,41685250
4513,1274,Arkansas,"Danville, Arkansas","https://en.wikipedia.org/wiki/Danville,_Arkansas",C,1174829522,3045637,South,West South Central,41685250
4514,1275,Arkansas,"Dardanelle, Arkansas","https://en.wikipedia.org/wiki/Dardanelle,_Arkansas",C,1170846063,3045637,South,West South Central,41685250
4515,1276,Arkansas,"Datto, Arkansas","https://en.wikipedia.org/wiki/Datto,_Arkansas",C,1166066419,3045637,South,West South Central,41685250
4516,1277,Arkansas,"De Queen, Arkansas","https://en.wikipedia.org/wiki/De_Queen,_Arkansas",C,1136860444,3045637,South,West South Central,41685250
4517,1278,Arkansas,"DeValls Bluff, Arkansas","https://en.wikipedia.org/wiki/DeValls_Bluff,_Arkansas",C,1165646375,3045637,South,West South Central,41685250
4518,1279,Arkansas,"Decatur, Arkansas","https://en.wikipedia.org/wiki/Decatur,_Arkansas",C,1165646406,3045637,South,West South Central,41685250
4519,1280,Arkansas,"Delaplaine, Arkansas","https://en.wikipedia.org/wiki/Delaplaine,_Arkansas",C,1166066592,3045637,South,West South Central,41685250
4520,1281,Arkansas,"Delight, Arkansas","https://en.wikipedia.org/wiki/Delight,_Arkansas",C,1165646580,3045637,South,West South Central,41685250
4521,1282,Arkansas,"Dell, Arkansas","https://en.wikipedia.org/wiki/Dell,_Arkansas",GA,1166066662,3045637,South,West South Central,41685250
4522,1283,Arkansas,"Denning, Arkansas","https://en.wikipedia.org/wiki/Denning,_Arkansas",Start,1166066716,3045637,South,West South Central,41685250
4523,1284,Arkansas,"Dermott, Arkansas","https://en.wikipedia.org/wiki/Dermott,_Arkansas",C,1167478416,3045637,South,West South Central,41685250
4524,1285,Arkansas,"Des Arc, Arkansas","https://en.wikipedia.org/wiki/Des_Arc,_Arkansas",GA,1165646774,3045637,South,West South Central,41685250
4525,1286,Arkansas,"DeWitt, Arkansas","https://en.wikipedia.org/wiki/DeWitt,_Arkansas",C,1176437884,3045637,South,West South Central,41685250
4526,1287,Arkansas,"Diamond City, Arkansas","https://en.wikipedia.org/wiki/Diamond_City,_Arkansas",C,1165646846,3045637,South,West South Central,41685250
4527,1288,Arkansas,"Diaz, Arkansas","https://en.wikipedia.org/wiki/Diaz,_Arkansas",Start,1165646853,3045637,South,West South Central,41685250
4528,1289,Arkansas,"Dierks, Arkansas","https://en.wikipedia.org/wiki/Dierks,_Arkansas",C,1165646883,3045637,South,West South Central,41685250
4529,1290,Arkansas,"Donaldson, Arkansas","https://en.wikipedia.org/wiki/Donaldson,_Arkansas",C,1166067001,3045637,South,West South Central,41685250
4530,1291,Arkansas,"Dover, Arkansas","https://en.wikipedia.org/wiki/Dover,_Arkansas",GA,1172484537,3045637,South,West South Central,41685250
4531,1292,Arkansas,"Dumas, Arkansas","https://en.wikipedia.org/wiki/Dumas,_Arkansas",GA,1158715299,3045637,South,West South Central,41685250
4532,1293,Arkansas,"Dyer, Arkansas","https://en.wikipedia.org/wiki/Dyer,_Arkansas",C,1165647476,3045637,South,West South Central,41685250
4533,1294,Arkansas,"Dyess, Arkansas","https://en.wikipedia.org/wiki/Dyess,_Arkansas",GA,1166067185,3045637,South,West South Central,41685250
4534,1295,Arkansas,"Earle, Arkansas","https://en.wikipedia.org/wiki/Earle,_Arkansas",GA,1165647547,3045637,South,West South Central,41685250
4535,1296,Arkansas,"East Camden, Arkansas","https://en.wikipedia.org/wiki/East_Camden,_Arkansas",Start,1165647612,3045637,South,West South Central,41685250
4536,1297,Arkansas,"Edmondson, Arkansas","https://en.wikipedia.org/wiki/Edmondson,_Arkansas",C,1166067491,3045637,South,West South Central,41685250
4537,1298,Arkansas,"Egypt, Arkansas","https://en.wikipedia.org/wiki/Egypt,_Arkansas",C,1166067523,3045637,South,West South Central,41685250
4538,1299,Arkansas,"El Dorado, Arkansas","https://en.wikipedia.org/wiki/El_Dorado,_Arkansas",C,1170658553,3045637,South,West South Central,41685250
4539,1300,Arkansas,"Elaine, Arkansas","https://en.wikipedia.org/wiki/Elaine,_Arkansas",GA,1165647979,3045637,South,West South Central,41685250
4540,1301,Arkansas,"Elkins, Arkansas","https://en.wikipedia.org/wiki/Elkins,_Arkansas",C,1177678374,3045637,South,West South Central,41685250
4541,1302,Arkansas,"Elm Springs, Arkansas","https://en.wikipedia.org/wiki/Elm_Springs,_Arkansas",C,1177678413,3045637,South,West South Central,41685250
4542,1303,Arkansas,"Emerson, Arkansas","https://en.wikipedia.org/wiki/Emerson,_Arkansas",C,1166067685,3045637,South,West South Central,41685250
4543,1304,Arkansas,"Emmet, Arkansas","https://en.wikipedia.org/wiki/Emmet,_Arkansas",GA,1173483943,3045637,South,West South Central,41685250
4544,1305,Arkansas,"England, Arkansas","https://en.wikipedia.org/wiki/England,_Arkansas",C,1165650709,3045637,South,West South Central,41685250
4545,1306,Arkansas,"Enola, Arkansas","https://en.wikipedia.org/wiki/Enola,_Arkansas",C,1166067731,3045637,South,West South Central,41685250
4546,1307,Arkansas,"Etowah, Arkansas","https://en.wikipedia.org/wiki/Etowah,_Arkansas",GA,1166067860,3045637,South,West South Central,41685250
4547,1308,Arkansas,"Eudora, Arkansas","https://en.wikipedia.org/wiki/Eudora,_Arkansas",C,1165650865,3045637,South,West South Central,41685250
4548,1309,Arkansas,"Eureka Springs, Arkansas","https://en.wikipedia.org/wiki/Eureka_Springs,_Arkansas",C,1177692939,3045637,South,West South Central,41685250
4549,1310,Arkansas,"Evening Shade, Arkansas","https://en.wikipedia.org/wiki/Evening_Shade,_Arkansas",GA,1165650947,3045637,South,West South Central,41685250
4550,1311,Arkansas,"Everton, Arkansas","https://en.wikipedia.org/wiki/Everton,_Arkansas",C,1166067939,3045637,South,West South Central,41685250
4551,1312,Arkansas,"Fairfield Bay, Arkansas","https://en.wikipedia.org/wiki/Fairfield_Bay,_Arkansas",C,1165746583,3045637,South,West South Central,41685250
4552,1313,Arkansas,"Fargo, Arkansas","https://en.wikipedia.org/wiki/Fargo,_Arkansas",GA,1166068073,3045637,South,West South Central,41685250
4553,1314,Arkansas,"Farmington, Arkansas","https://en.wikipedia.org/wiki/Farmington,_Arkansas",C,1177678458,3045637,South,West South Central,41685250
4554,1315,Arkansas,"Fayetteville, Arkansas","https://en.wikipedia.org/wiki/Fayetteville,_Arkansas",B,1178596045,3045637,South,West South Central,41685250
4555,1316,Arkansas,"Felsenthal, Arkansas","https://en.wikipedia.org/wiki/Felsenthal,_Arkansas",Start,1166068231,3045637,South,West South Central,41685250
4556,1317,Arkansas,"Fifty-Six, Arkansas","https://en.wikipedia.org/wiki/Fifty-Six,_Arkansas",C,1167137430,3045637,South,West South Central,41685250
4557,1318,Arkansas,"Fisher, Arkansas","https://en.wikipedia.org/wiki/Fisher,_Arkansas",Start,1165746928,3045637,South,West South Central,41685250
4558,1319,Arkansas,"Flippin, Arkansas","https://en.wikipedia.org/wiki/Flippin,_Arkansas",C,1176697870,3045637,South,West South Central,41685250
4559,1320,Arkansas,"Fordyce, Arkansas","https://en.wikipedia.org/wiki/Fordyce,_Arkansas",GA,1179094154,3045637,South,West South Central,41685250
4560,1321,Arkansas,"Foreman, Arkansas","https://en.wikipedia.org/wiki/Foreman,_Arkansas",C,1176424417,3045637,South,West South Central,41685250
4561,1322,Arkansas,"Forrest City, Arkansas","https://en.wikipedia.org/wiki/Forrest_City,_Arkansas",C,1154649209,3045637,South,West South Central,41685250
4562,1323,Arkansas,"Fort Smith, Arkansas","https://en.wikipedia.org/wiki/Fort_Smith,_Arkansas",C,1179541645,3045637,South,West South Central,41685250
4563,1324,Arkansas,"Fouke, Arkansas","https://en.wikipedia.org/wiki/Fouke,_Arkansas",C,1167870293,3045637,South,West South Central,41685250
4564,1325,Arkansas,"Fountain Hill, Arkansas","https://en.wikipedia.org/wiki/Fountain_Hill,_Arkansas",Start,1166068542,3045637,South,West South Central,41685250
4565,1326,Arkansas,"Fountain Lake, Arkansas","https://en.wikipedia.org/wiki/Fountain_Lake,_Arkansas",GA,1165747278,3045637,South,West South Central,41685250
4566,1327,Arkansas,"Fourche, Arkansas","https://en.wikipedia.org/wiki/Fourche,_Arkansas",Start,1166068550,3045637,South,West South Central,41685250
4567,1328,Arkansas,"Franklin, Arkansas","https://en.wikipedia.org/wiki/Franklin,_Arkansas",Start,1166068624,3045637,South,West South Central,41685250
4568,1329,Arkansas,"Fredonia (Biscoe), Arkansas","https://en.wikipedia.org/wiki/Fredonia_(Biscoe),_Arkansas",Start,1165747381,3045637,South,West South Central,41685250
4569,1330,Arkansas,"Friendship, Arkansas","https://en.wikipedia.org/wiki/Friendship,_Arkansas",GA,1166068832,3045637,South,West South Central,41685250
4570,1331,Arkansas,"Fulton, Arkansas","https://en.wikipedia.org/wiki/Fulton,_Arkansas",C,1099557078,3045637,South,West South Central,41685250
4571,1332,Arkansas,"Garfield, Arkansas","https://en.wikipedia.org/wiki/Garfield,_Arkansas",C,1166069011,3045637,South,West South Central,41685250
4572,1333,Arkansas,"Garland, Arkansas","https://en.wikipedia.org/wiki/Garland,_Arkansas",C,1166069032,3045637,South,West South Central,41685250
4573,1334,Arkansas,"Garner, Arkansas","https://en.wikipedia.org/wiki/Garner,_Arkansas",Start,1166069049,3045637,South,West South Central,41685250
4574,1335,Arkansas,"Gassville, Arkansas","https://en.wikipedia.org/wiki/Gassville,_Arkansas",C,1165747767,3045637,South,West South Central,41685250
4575,1336,Arkansas,"Gateway, Arkansas","https://en.wikipedia.org/wiki/Gateway,_Arkansas",C,1166069104,3045637,South,West South Central,41685250
4576,1337,Arkansas,"Gentry, Arkansas","https://en.wikipedia.org/wiki/Gentry,_Arkansas",C,1165747839,3045637,South,West South Central,41685250
4577,1338,Arkansas,"Georgetown, Arkansas","https://en.wikipedia.org/wiki/Georgetown,_Arkansas",Start,1166069157,3045637,South,West South Central,41685250
4578,1339,Arkansas,"Gilbert, Arkansas","https://en.wikipedia.org/wiki/Gilbert,_Arkansas",C,1166069402,3045637,South,West South Central,41685250
4579,1340,Arkansas,"Gillett, Arkansas","https://en.wikipedia.org/wiki/Gillett,_Arkansas",C,1165747967,3045637,South,West South Central,41685250
4580,1341,Arkansas,"Gillham, Arkansas","https://en.wikipedia.org/wiki/Gillham,_Arkansas",Start,1166069425,3045637,South,West South Central,41685250
4581,1342,Arkansas,"Gilmore, Arkansas","https://en.wikipedia.org/wiki/Gilmore,_Arkansas",GA,1152406083,3045637,South,West South Central,41685250
4582,1343,Arkansas,"Glenwood, Arkansas","https://en.wikipedia.org/wiki/Glenwood,_Arkansas",GA,1165748120,3045637,South,West South Central,41685250
4583,1344,Arkansas,"Goshen, Arkansas","https://en.wikipedia.org/wiki/Goshen,_Arkansas",C,1177678339,3045637,South,West South Central,41685250
4584,1345,Arkansas,"Gosnell, Arkansas","https://en.wikipedia.org/wiki/Gosnell,_Arkansas",C,1165748275,3045637,South,West South Central,41685250
4585,1346,Arkansas,"Gould, Arkansas","https://en.wikipedia.org/wiki/Gould,_Arkansas",GA,1178972383,3045637,South,West South Central,41685250
4586,1347,Arkansas,"Grady, Arkansas","https://en.wikipedia.org/wiki/Grady,_Arkansas",C,1178974249,3045637,South,West South Central,41685250
4587,1348,Arkansas,"Grannis, Arkansas","https://en.wikipedia.org/wiki/Grannis,_Arkansas",C,1165748512,3045637,South,West South Central,41685250
4588,1349,Arkansas,"Gravette, Arkansas","https://en.wikipedia.org/wiki/Gravette,_Arkansas",GA,1176916498,3045637,South,West South Central,41685250
4589,1350,Arkansas,"Green Forest, Arkansas","https://en.wikipedia.org/wiki/Green_Forest,_Arkansas",C,1166318848,3045637,South,West South Central,41685250
4590,1351,Arkansas,"Greenbrier, Arkansas","https://en.wikipedia.org/wiki/Greenbrier,_Arkansas",C,1166318561,3045637,South,West South Central,41685250
4591,1352,Arkansas,"Greenland, Arkansas","https://en.wikipedia.org/wiki/Greenland,_Arkansas",C,1177678742,3045637,South,West South Central,41685250
4592,1353,Arkansas,"Greenway, Arkansas","https://en.wikipedia.org/wiki/Greenway,_Arkansas",C,1165748770,3045637,South,West South Central,41685250
4593,1354,Arkansas,"Greenwood, Arkansas","https://en.wikipedia.org/wiki/Greenwood,_Arkansas",C,1119890453,3045637,South,West South Central,41685250
4594,1355,Arkansas,"Greers Ferry, Arkansas","https://en.wikipedia.org/wiki/Greers_Ferry,_Arkansas",Start,1165748791,3045637,South,West South Central,41685250
4595,1356,Arkansas,"Griffithville, Arkansas","https://en.wikipedia.org/wiki/Griffithville,_Arkansas",Start,1166180115,3045637,South,West South Central,41685250
4596,1357,Arkansas,"Grubbs, Arkansas","https://en.wikipedia.org/wiki/Grubbs,_Arkansas",Start,1165748877,3045637,South,West South Central,41685250
4597,1358,Arkansas,"Guion, Arkansas","https://en.wikipedia.org/wiki/Guion,_Arkansas",GA,1171834862,3045637,South,West South Central,41685250
